epoch,step,test_acc,train_acc,train_loss,val_acc
0,2,,,,0.6842105388641357
1,5,,,,0.6578947305679321
2,8,,,,0.6842105388641357
3,11,,,,0.6842105388641357
4,14,,,,0.6842105388641357
5,17,,,,0.6578947305679321
6,20,,,,0.7368420958518982
7,23,,,,0.6578947305679321
8,26,,,,0.6578947305679321
9,29,,,,0.6842105388641357
10,32,,,,0.8157894611358643
11,35,,,,0.6842105388641357
12,38,,,,0.6578947305679321
13,41,,,,0.6842105388641357
14,44,,,,0.8157894611358643
15,47,,,,0.7894737124443054
16,49,,0.90625,0.7485816478729248,
16,50,,,,0.6578947305679321
17,53,,,,0.8157894611358643
18,56,,,,0.7368420958518982
19,59,,,,0.6842105388641357
20,62,,,,0.6315789222717285
21,65,,,,0.7105262875556946
22,68,,,,0.7105262875556946
23,71,,,,0.6315789222717285
24,74,,,,0.8157894611358643
25,77,,,,0.8157894611358643
26,80,,,,0.8157894611358643
27,83,,,,0.7105262875556946
28,86,,,,0.7105262875556946
29,89,,,,0.8157894611358643
30,92,,,,0.8157894611358643
31,95,,,,0.8157894611358643
32,98,,,,0.8421052694320679
33,99,,0.953125,0.1489919275045395,
33,101,,,,0.8421052694320679
34,104,,,,0.8421052694320679
35,107,,,,0.8157894611358643
36,110,,,,0.8157894611358643
37,113,,,,0.8157894611358643
38,116,,,,0.8157894611358643
39,119,,,,0.8157894611358643
40,122,,,,0.8157894611358643
41,125,,,,0.8157894611358643
42,128,,,,0.8421052694320679
43,131,,,,0.8421052694320679
44,134,,,,0.8421052694320679
45,137,,,,0.8421052694320679
46,140,,,,0.8421052694320679
47,143,,,,0.8684210777282715
48,146,,,,0.8684210777282715
49,149,,0.9090909361839294,0.20472225546836853,
49,149,,,,0.8421052694320679
50,152,,,,0.8421052694320679
51,155,,,,0.8421052694320679
52,158,,,,0.8157894611358643
53,161,,,,0.8157894611358643
54,164,,,,0.8421052694320679
55,167,,,,0.8421052694320679
56,170,,,,0.8421052694320679
57,173,,,,0.8421052694320679
58,176,,,,0.8421052694320679
59,179,,,,0.8684210777282715
60,182,,,,0.8421052694320679
61,185,,,,0.8157894611358643
62,188,,,,0.8421052694320679
63,191,,,,0.8421052694320679
64,194,,,,0.8421052694320679
65,197,,,,0.8684210777282715
66,199,,0.9375,0.18745878338813782,
66,200,,,,0.8421052694320679
67,203,,,,0.8157894611358643
68,206,,,,0.8157894611358643
69,209,,,,0.8421052694320679
70,212,,,,0.8421052694320679
71,215,,,,0.8421052694320679
72,218,,,,0.8421052694320679
73,221,,,,0.8421052694320679
74,224,,,,0.8421052694320679
75,227,,,,0.8421052694320679
76,230,,,,0.8421052694320679
77,233,,,,0.8421052694320679
78,236,,,,0.8684210777282715
79,239,,,,0.8421052694320679
80,242,,,,0.8684210777282715
81,245,,,,0.8421052694320679
82,248,,,,0.8684210777282715
83,249,,0.9375,0.1582128256559372,
83,251,,,,0.8684210777282715
84,254,,,,0.8684210777282715
85,257,,,,0.8684210777282715
86,260,,,,0.8684210777282715
87,263,,,,0.8684210777282715
88,266,,,,0.8684210777282715
89,269,,,,0.8684210777282715
90,272,,,,0.8684210777282715
91,275,,,,0.8684210777282715
92,278,,,,0.8684210777282715
93,281,,,,0.8421052694320679
94,284,,,,0.8684210777282715
95,287,,,,0.8421052694320679
96,290,,,,0.8421052694320679
97,293,,,,0.8421052694320679
98,296,,,,0.8684210777282715
99,299,,0.9545454382896423,0.14903126657009125,
99,299,,,,0.8684210777282715
100,302,,,,0.8684210777282715
101,305,,,,0.8684210777282715
102,308,,,,0.8421052694320679
103,311,,,,0.8421052694320679
104,314,,,,0.8421052694320679
105,317,,,,0.8421052694320679
106,320,,,,0.8684210777282715
107,323,,,,0.8684210777282715
108,326,,,,0.8684210777282715
109,329,,,,0.8684210777282715
110,332,,,,0.8684210777282715
111,335,,,,0.8684210777282715
112,338,,,,0.8684210777282715
113,341,,,,0.8684210777282715
114,344,,,,0.8684210777282715
115,347,,,,0.8684210777282715
116,349,,0.921875,0.17468051612377167,
116,350,,,,0.8684210777282715
117,353,,,,0.8684210777282715
118,356,,,,0.8684210777282715
119,359,,,,0.8684210777282715
120,362,,,,0.8684210777282715
121,365,,,,0.8684210777282715
122,368,,,,0.8684210777282715
123,371,,,,0.8684210777282715
124,374,,,,0.8684210777282715
125,377,,,,0.8421052694320679
126,380,,,,0.8421052694320679
127,383,,,,0.8421052694320679
128,386,,,,0.8421052694320679
129,389,,,,0.8684210777282715
130,392,,,,0.8684210777282715
131,395,,,,0.8684210777282715
132,398,,,,0.8684210777282715
133,399,,0.921875,0.1546400487422943,
133,401,,,,0.8684210777282715
134,404,,,,0.8684210777282715
135,407,,,,0.8684210777282715
136,410,,,,0.8684210777282715
137,413,,,,0.8684210777282715
138,416,,,,0.8684210777282715
139,419,,,,0.8684210777282715
140,422,,,,0.8684210777282715
141,425,,,,0.8684210777282715
142,428,,,,0.8684210777282715
143,431,,,,0.8684210777282715
144,434,,,,0.8684210777282715
145,437,,,,0.8684210777282715
146,440,,,,0.8684210777282715
147,443,,,,0.8684210777282715
148,444,0.9124053120613098,,,
148,444,0.8684210777282715,,,
