epoch,step,test_acc,train_acc,train_loss,val_acc
0,2,,,,0.6842105388641357
1,5,,,,0.6842105388641357
2,8,,,,0.6842105388641357
3,11,,,,0.6842105388641357
4,14,,,,0.6842105388641357
5,17,,,,0.6842105388641357
6,20,,,,0.6842105388641357
7,23,,,,0.6842105388641357
8,26,,,,0.6842105388641357
9,29,,,,0.6842105388641357
10,32,,,,0.6842105388641357
11,35,,,,0.6842105388641357
12,38,,,,0.6842105388641357
13,41,,,,0.6842105388641357
14,44,,,,0.6842105388641357
15,47,,,,0.6842105388641357
16,49,,0.5625,0.7256103157997131,
16,50,,,,0.6842105388641357
17,53,,,,0.6842105388641357
18,56,,,,0.6842105388641357
19,59,,,,0.6842105388641357
20,62,,,,0.6842105388641357
21,65,,,,0.6842105388641357
22,68,,,,0.6842105388641357
23,71,,,,0.6842105388641357
24,74,,,,0.6842105388641357
25,77,,,,0.6842105388641357
26,80,,,,0.6842105388641357
27,83,,,,0.6842105388641357
28,86,,,,0.6842105388641357
29,89,,,,0.6842105388641357
30,92,,,,0.6842105388641357
31,95,,,,0.6842105388641357
32,98,,,,0.6842105388641357
33,99,,0.671875,0.597732663154602,
33,101,,,,0.6842105388641357
34,104,,,,0.6842105388641357
35,107,,,,0.6842105388641357
36,110,,,,0.6842105388641357
37,113,,,,0.6842105388641357
38,116,,,,0.6842105388641357
39,119,,,,0.6842105388641357
40,122,,,,0.6842105388641357
41,125,,,,0.6842105388641357
42,128,,,,0.6842105388641357
43,131,,,,0.6842105388641357
44,134,,,,0.6842105388641357
45,137,,,,0.6842105388641357
46,140,,,,0.6842105388641357
47,143,,,,0.6842105388641357
48,146,,,,0.6842105388641357
49,149,,0.6818181872367859,0.4810449779033661,
49,149,,,,0.6842105388641357
50,152,,,,0.6842105388641357
51,155,,,,0.6842105388641357
52,158,,,,0.6842105388641357
53,161,,,,0.6842105388641357
54,164,,,,0.6842105388641357
55,167,,,,0.6842105388641357
56,170,,,,0.6842105388641357
57,173,,,,0.6842105388641357
58,176,,,,0.6842105388641357
59,179,,,,0.6842105388641357
60,182,,,,0.6842105388641357
61,185,,,,0.6842105388641357
62,188,,,,0.6842105388641357
63,191,,,,0.6842105388641357
64,194,,,,0.6842105388641357
65,197,,,,0.6842105388641357
66,199,,0.640625,0.5883939266204834,
66,200,,,,0.6842105388641357
67,203,,,,0.6842105388641357
68,206,,,,0.6842105388641357
69,209,,,,0.6842105388641357
70,212,,,,0.6842105388641357
71,215,,,,0.6842105388641357
72,218,,,,0.6842105388641357
73,221,,,,0.6842105388641357
74,224,,,,0.7368420958518982
75,227,,,,0.6842105388641357
76,230,,,,0.6842105388641357
77,233,,,,0.6842105388641357
78,236,,,,0.6842105388641357
79,239,,,,0.6842105388641357
80,242,,,,0.6842105388641357
81,245,,,,0.6842105388641357
82,248,,,,0.6842105388641357
83,249,,0.65625,0.5514369010925293,
83,251,,,,0.6842105388641357
84,254,,,,0.6842105388641357
85,257,,,,0.6842105388641357
86,260,,,,0.6842105388641357
87,263,,,,0.6842105388641357
88,266,,,,0.6842105388641357
89,269,,,,0.6842105388641357
90,272,,,,0.6842105388641357
91,275,,,,0.6842105388641357
92,278,,,,0.6842105388641357
93,281,,,,0.6842105388641357
94,284,,,,0.6842105388641357
95,287,,,,0.6842105388641357
96,290,,,,0.6842105388641357
97,293,,,,0.6842105388641357
98,296,,,,0.6842105388641357
99,299,,0.7727272510528564,0.44363710284233093,
99,299,,,,0.6842105388641357
100,302,,,,0.6842105388641357
101,305,,,,0.6842105388641357
102,308,,,,0.6842105388641357
103,311,,,,0.6842105388641357
104,314,,,,0.6842105388641357
105,317,,,,0.6842105388641357
106,320,,,,0.6842105388641357
107,323,,,,0.7368420958518982
108,326,,,,0.6842105388641357
109,329,,,,0.6842105388641357
110,332,,,,0.6842105388641357
111,335,,,,0.7368420958518982
112,338,,,,0.7368420958518982
113,341,,,,0.6842105388641357
114,344,,,,0.6842105388641357
115,347,,,,0.7105262875556946
116,349,,0.65625,0.6008338928222656,
116,350,,,,0.7368420958518982
117,353,,,,0.6842105388641357
118,356,,,,0.6842105388641357
119,359,,,,0.7368420958518982
120,362,,,,0.7368420958518982
121,365,,,,0.6842105388641357
122,368,,,,0.6842105388641357
123,371,,,,0.6842105388641357
124,374,,,,0.6842105388641357
125,377,,,,0.6842105388641357
126,380,,,,0.7368420958518982
127,383,,,,0.7368420958518982
128,386,,,,0.6842105388641357
129,389,,,,0.6842105388641357
130,392,,,,0.7368420958518982
131,395,,,,0.7368420958518982
132,398,,,,0.6842105388641357
133,399,,0.765625,0.46241289377212524,
133,401,,,,0.6842105388641357
134,404,,,,0.7368420958518982
135,407,,,,0.7368420958518982
136,410,,,,0.7368420958518982
137,413,,,,0.6842105388641357
138,416,,,,0.6842105388641357
139,419,,,,0.6842105388641357
140,422,,,,0.7368420958518982
141,425,,,,0.7368420958518982
142,428,,,,0.7368420958518982
143,431,,,,0.6842105388641357
144,434,,,,0.6842105388641357
145,437,,,,0.7368420958518982
146,440,,,,0.7368420958518982
147,443,,,,0.6842105388641357
148,446,,,,0.7368420958518982
149,449,,0.5909090638160706,0.5660712718963623,
149,449,,,,0.7368420958518982
150,452,,,,0.7368420958518982
151,455,,,,0.7368420958518982
152,458,,,,0.7368420958518982
153,461,,,,0.7368420958518982
154,464,,,,0.7368420958518982
155,467,,,,0.7368420958518982
156,470,,,,0.6842105388641357
157,473,,,,0.6842105388641357
158,476,,,,0.7368420958518982
159,479,,,,0.7368420958518982
160,482,,,,0.7368420958518982
161,485,,,,0.7368420958518982
162,488,,,,0.7368420958518982
163,491,,,,0.7368420958518982
164,494,,,,0.7368420958518982
165,497,,,,0.7368420958518982
166,499,,0.6875,0.5430047512054443,
166,500,,,,0.7368420958518982
167,503,,,,0.7368420958518982
168,506,,,,0.6842105388641357
169,509,,,,0.7368420958518982
170,512,,,,0.7105262875556946
171,515,,,,0.7368420958518982
172,518,,,,0.7368420958518982
173,521,,,,0.7368420958518982
174,524,,,,0.7105262875556946
175,527,,,,0.7105262875556946
176,530,,,,0.6842105388641357
177,533,,,,0.6842105388641357
178,536,,,,0.7105262875556946
179,539,,,,0.7368420958518982
180,542,,,,0.6842105388641357
181,545,,,,0.7368420958518982
182,548,,,,0.7368420958518982
183,549,,0.75,0.5266768932342529,
183,551,,,,0.7105262875556946
184,554,,,,0.7368420958518982
185,557,,,,0.7368420958518982
186,560,,,,0.7368420958518982
187,563,,,,0.7368420958518982
188,566,,,,0.7105262875556946
189,569,,,,0.7368420958518982
190,572,,,,0.7368420958518982
191,575,,,,0.7368420958518982
192,578,,,,0.7105262875556946
193,581,,,,0.7105262875556946
194,584,,,,0.7368420958518982
195,587,,,,0.7368420958518982
196,590,,,,0.7368420958518982
197,593,,,,0.7368420958518982
198,596,,,,0.7105262875556946
199,599,,1.0,0.3313625156879425,
199,599,,,,0.7368420958518982
200,602,,,,0.7368420958518982
201,605,,,,0.7368420958518982
202,608,,,,0.7105262875556946
203,611,,,,0.7105262875556946
204,614,,,,0.7368420958518982
205,617,,,,0.7368420958518982
206,620,,,,0.7894737124443054
207,623,,,,0.7894737124443054
208,626,,,,0.7368420958518982
209,629,,,,0.7368420958518982
210,632,,,,0.7368420958518982
211,635,,,,0.7894737124443054
212,638,,,,0.7105262875556946
213,641,,,,0.7368420958518982
214,644,,,,0.7105262875556946
215,647,,,,0.7105262875556946
216,649,,0.78125,0.49455660581588745,
216,650,,,,0.7105262875556946
217,653,,,,0.7368420958518982
218,656,,,,0.7368420958518982
219,659,,,,0.7105262875556946
220,662,,,,0.7894737124443054
221,665,,,,0.7368420958518982
222,668,,,,0.7368420958518982
223,671,,,,0.7105262875556946
224,674,,,,0.7894737124443054
225,677,,,,0.7105262875556946
226,680,,,,0.7368420958518982
227,683,,,,0.7368420958518982
228,686,,,,0.7894737124443054
229,689,,,,0.7105262875556946
230,692,,,,0.7368420958518982
231,695,,,,0.7368420958518982
232,698,,,,0.7105262875556946
233,699,,0.859375,0.3896293044090271,
233,701,,,,0.7105262875556946
234,704,,,,0.7105262875556946
235,707,,,,0.7105262875556946
236,710,,,,0.7368420958518982
237,713,,,,0.7105262875556946
238,716,,,,0.7105262875556946
239,719,,,,0.7368420958518982
240,722,,,,0.7105262875556946
241,725,,,,0.7105262875556946
242,728,,,,0.7368420958518982
243,731,,,,0.7368420958518982
