epoch,step,test_acc,train_acc,train_loss,val_acc
0,2,,,,0.6842105388641357
1,5,,,,0.6842105388641357
2,8,,,,0.6842105388641357
3,11,,,,0.31578946113586426
4,14,,,,0.7368420958518982
5,17,,,,0.6842105388641357
6,20,,,,0.7105262875556946
7,23,,,,0.7105262875556946
8,26,,,,0.6842105388641357
9,29,,,,0.7631579041481018
10,32,,,,0.6842105388641357
11,35,,,,0.6842105388641357
12,38,,,,0.6842105388641357
13,41,,,,0.7105262875556946
14,44,,,,0.7105262875556946
15,47,,,,0.7105262875556946
16,49,,0.75,0.4881099462509155,
16,50,,,,0.7368420958518982
17,53,,,,0.7368420958518982
18,56,,,,0.7631579041481018
19,59,,,,0.7368420958518982
20,62,,,,0.7631579041481018
21,65,,,,0.7894737124443054
22,68,,,,0.7894737124443054
23,71,,,,0.7631579041481018
24,74,,,,0.7631579041481018
25,77,,,,0.7894737124443054
26,80,,,,0.7631579041481018
27,83,,,,0.8157894611358643
28,86,,,,0.7894737124443054
29,89,,,,0.7894737124443054
30,92,,,,0.8157894611358643
31,95,,,,0.7894737124443054
32,98,,,,0.8157894611358643
33,99,,0.796875,0.41516852378845215,
33,101,,,,0.8157894611358643
34,104,,,,0.8157894611358643
35,107,,,,0.7894737124443054
36,110,,,,0.7894737124443054
37,113,,,,0.7631579041481018
38,116,,,,0.8157894611358643
39,119,,,,0.8157894611358643
40,122,,,,0.8157894611358643
41,125,,,,0.8157894611358643
42,128,,,,0.8157894611358643
43,131,,,,0.8157894611358643
44,134,,,,0.8421052694320679
45,137,,,,0.8421052694320679
46,140,,,,0.7894737124443054
47,143,,,,0.7894737124443054
48,146,,,,0.8421052694320679
49,149,,0.8636363744735718,0.2644074261188507,
49,149,,,,0.7105262875556946
50,152,,,,0.7894737124443054
51,155,,,,0.7894737124443054
52,158,,,,0.7894737124443054
53,161,,,,0.8157894611358643
54,164,,,,0.7631579041481018
55,167,,,,0.8421052694320679
56,170,,,,0.7631579041481018
57,173,,,,0.8157894611358643
58,176,,,,0.7631579041481018
59,179,,,,0.8157894611358643
60,182,,,,0.8421052694320679
61,185,,,,0.8157894611358643
62,188,,,,0.8421052694320679
63,191,,,,0.7894737124443054
64,194,,,,0.8421052694320679
65,197,,,,0.8421052694320679
66,199,,0.921875,0.23383401334285736,
66,200,,,,0.8157894611358643
67,203,,,,0.7894737124443054
68,206,,,,0.8421052694320679
69,209,,,,0.8421052694320679
70,212,,,,0.8421052694320679
71,215,,,,0.8157894611358643
72,218,,,,0.8157894611358643
73,221,,,,0.8157894611358643
74,224,,,,0.8421052694320679
75,227,,,,0.8157894611358643
76,230,,,,0.8157894611358643
77,233,,,,0.8157894611358643
78,236,,,,0.8421052694320679
79,239,,,,0.8157894611358643
80,242,,,,0.8421052694320679
81,245,,,,0.8421052694320679
82,248,,,,0.8421052694320679
83,249,,0.859375,0.2692444920539856,
83,251,,,,0.8421052694320679
84,254,,,,0.8421052694320679
85,255,0.8352272510528564,,,
85,255,0.8421052694320679,,,
